cell_id,task,condition,run_idx,owner_model,owner_persona,construct_id,left_pole,right_pole,triad
G_P_run4,G,P,4,M2,E,C_M2_1,Immediate survival-maximizing rationing,Institutional trust and moral resilience,"E2,E4,E5"
G_P_run4,G,P,4,M2,E,C_M2_2,Predictive survival optimization,Implementation legitimacy and moral-injury risk,"E2,E3,E5"
G_P_run4,G,P,4,M2,E,C_M2_3,Reject score-based optimization as systemically harmful,Prioritize predicted short-term survival,"E1,E2,E5"
G_P_run4,G,P,4,M3,H,C_M3_1,Mitigating distributive harm to vulnerable and historically marginalized patient populations (10),Mitigating moral injury to clinical staff and preserving institutional trust (10),"E1,E4,E5"
G_P_run4,G,P,4,M4,C,C_M4_1,Concern for irreversible harm and inequity from scoring triage,Confidence in validated scoring triage to maximize lives,"E1,E3,E5"
G_P_run4,G,P,4,M4,C,C_M4_2,Preserving system trust and staff integrity over lives-saved,Maximizing immediate survival via predictive scoring,"E3,E4,E5"
G_P_run4,G,P,4,M5,Q,C_M5_1,Procedural allocation without survival prediction,Predictive survival-based optimization,"E1,E3,E4"
G_P_run4,G,P,4,M5,Q,C_M5_2,Survival-maximizing utilitarian triage,Equity-protective categorical allocation,"E1,E2,E3"
G_P_run4,G,P,4,M5,Q,C_M5_3,Immediate patient survival maximization,Long-term institutional resilience preservation,"E2,E3,E4"
G_P_run5,G,P,5,M1,S,C_M1_1,Trust point-estimate clinical prediction under crisis,Treat predictive models as epistemically brittle,"E1,E4,E5"
G_P_run5,G,P,5,M1,S,C_M1_2,Optimize narrow within-episode survival arithmetic,Protect surrounding social and institutional fabric,"E2,E3,E4"
G_P_run5,G,P,5,M1,S,C_M1_3,Foreground explicit ethical or systemic values,Defer to physiologic expected-value calculation,"E1,E2,E3"
G_P_run5,G,P,5,M2,E,C_M2_1,Mortality minimization via clinical prediction,Social legitimacy over survival maximization,"E1,E2,E3"
G_P_run5,G,P,5,M2,E,C_M2_2,Categorical exclusions plus lottery,First-come access with medical floor,"E2,E3,E5"
G_P_run5,G,P,5,M2,E,C_M2_3,Lottery-based protection from arbitrary devaluation,Scarce bed-hours as binding constraint,"E2,E4,E5"
G_P_run5,G,P,5,M3,H,C_M3_1,Reducing patients to utilitarian arithmetic to maximize aggregate survival,Centering intrinsic dignity to protect vulnerable stakeholders from systemic devaluation,"E1,E2,E4"
G_P_run5,G,P,5,M3,H,C_M3_2,Rejecting clinical algorithms as ethically arbitrary and epistemically flawed drivers of harm,Uncritical faith in predictive modeling to objectively calculate expected human value,"E1,E2,E5"
G_P_run5,G,P,5,M4,C,C_M4_1,Rejects clinical prediction as the foundation for triage,Relies on clinical prediction to drive triage decisions,"E2,E4,E5"
G_P_run5,G,P,5,M4,C,C_M4_2,Prioritizes aggregate survival maximization above all,Prioritizes protection of vulnerable groups over aggregate survival,"E1,E2,E4"
G_P_run5,G,P,5,M4,C,C_M4_3,Targets immediate survival optimization in this wave,Elevates systemic sustainability and epistemic caution over immediate survival,"E1,E3,E5"
G_P_run5,G,P,5,M5,Q,C_M5_1,Prognostic stratification,Temporal queuing,"E2,E3,E4"
G_P_run5,G,P,5,M5,Q,C_M5_2,Graduated survival-ranking,Flat allocation (temporal or random),"E3,E4,E5"
G_P_run5,G,P,5,M5,Q,C_M5_3,Assessment of predictive validity,Protection of vulnerable dignity,"E1,E2,E5"
